NDVI,NDRE,GNDVI
0.696,0.4622,0.6751
0.4935,0.4701,0.4975
0.9491,0.7672,0.8749
0.8475,0.7307,0.8476
0.333,0.2725,0.3083
0.6694,0.4142,0.7026
0.3115,0.2982,0.2481
0.7106,0.6425,0.6805
0.7813,0.647,0.8802
0.4039,0.2723,0.2819
0.4006,0.4772,0.4462
0.2469,0.2498,0.273
0.6964,0.4954,0.6553
0.5445,0.6275,0.5859
0.2256,0.1621,0.2589
0.6486,0.6451,0.612
0.6356,0.587,0.5779
0.5565,0.5012,0.5208
0.7375,0.7221,0.6962
0.4798,0.2858,0.4626
0.2137,0.2353,0.1869
0.5632,0.4581,0.5556
0.6528,0.7237,0.598
0.2338,0.1,0.2519
0.468,0.4256,0.5562
0.5685,0.5129,0.5957
0.2112,0.1512,0.2223
0.9182,0.7548,0.8156
0.3422,0.2682,0.3519
0.2848,0.1855,0.3813
0.5661,0.419,0.5004
0.2496,0.2135,0.1499
0.696,0.638,0.6861
0.572,0.4431,0.6331
0.3854,0.1723,0.4453
0.83,0.694,0.8764
0.5072,0.4558,0.4322
0.7846,0.6463,0.7319
0.9492,0.8013,0.9217
0.4178,0.4271,0.2989
0.4313,0.3689,0.4254
0.8279,0.7561,0.7651
0.6525,0.5767,0.6179
0.479,0.347,0.484
0.5709,0.5662,0.5383
0.3523,0.2145,0.2996
0.6962,0.4445,0.7058
0.2025,0.193,0.1612
0.479,0.4547,0.465
0.3226,0.3217,0.2852
0.3808,0.2477,0.4145
0.4767,0.4211,0.3899
0.3848,0.2193,0.3791
0.6709,0.5946,0.6626
0.617,0.5322,0.6116
0.4631,0.4378,0.5097
0.6868,0.6384,0.7032
0.5377,0.4982,0.5473
0.242,0.1253,0.1531
0.2769,0.2114,0.3135
0.3599,0.2353,0.4215
0.8391,0.5302,0.7631
0.8673,0.7833,0.886
0.9398,0.8352,0.9398
0.8978,0.6914,0.8207
0.9399,0.7358,0.8683
0.86,0.7229,0.7731
0.5747,0.4528,0.6117
0.9122,0.8451,0.835
0.7591,0.6155,0.6951
0.3434,0.2425,0.3342
0.6742,0.6031,0.594
0.7289,0.5541,0.725
0.6311,0.587,0.5958
0.7499,0.6308,0.7748
0.3073,0.3358,0.3553
0.8341,0.7738,0.8789
0.2956,0.1711,0.2235
0.8316,0.7065,0.7312
0.6488,0.5488,0.6271
0.9181,0.7648,0.8805
0.6791,0.658,0.6403
0.4781,0.4109,0.5519
0.7177,0.5115,0.6703
0.6688,0.5362,0.6687
0.7807,0.6112,0.7651
0.6795,0.5484,0.6249
0.5102,0.4373,0.5226
0.5211,0.3985,0.5093
0.5225,0.4913,0.5726
0.5344,0.5646,0.5798
0.3713,0.3368,0.2455
0.9465,0.8513,0.8239
0.4209,0.2955,0.41
0.6376,0.6027,0.6597
0.2197,0.2961,0.2383
0.652,0.6404,0.6506
0.2476,0.1823,0.3973
0.5643,0.5694,0.518
0.3925,0.465,0.4132
0.6168,0.4865,0.6056
0.393,0.3913,0.4345
0.4276,0.3303,0.4709
0.4202,0.2696,0.4443
0.3983,0.3316,0.4665
0.5399,0.4234,0.5938
0.6437,0.5383,0.6429
0.5815,0.316,0.5597
0.6493,0.5793,0.6419
0.2986,0.2486,0.2217
0.6733,0.6247,0.6232
0.404,0.3191,0.3533
0.6572,0.6802,0.6791
0.8927,0.7214,0.9188
0.8181,0.6987,0.8157
0.7687,0.5816,0.7307
