NDVI,NDRE,GNDVI
0.8485,0.7493,0.8611
0.8258,0.7202,0.7628
0.7482,0.7952,0.7088
0.7033,0.6461,0.7279
0.8003,0.6666,0.8607
0.8935,0.7287,0.717
0.8638,0.918,0.7449
0.7742,0.7631,0.8247
0.8571,0.8407,0.938
0.7264,0.7195,0.6465
0.8587,0.7391,0.8016
0.8103,0.8275,0.7668
0.7359,0.5051,0.6942
0.7903,0.8478,0.7415
0.735,0.7255,0.7839
0.715,0.6849,0.5137
0.7486,0.5857,0.6339
0.7313,0.7416,0.7227
0.824,0.8325,0.7107
0.7676,0.6052,0.7254
0.9157,0.7194,0.9153
0.7575,0.5648,0.8219
0.869,0.8065,0.8108
0.82,0.7052,0.8661
0.7579,0.8806,0.7055
0.8422,0.5782,0.7415
0.8342,0.6386,0.6356
0.8624,0.748,0.7028
0.8413,0.7974,0.7654
0.7761,0.7441,0.7118
0.7359,0.6604,0.6939
0.858,0.7787,0.9262
0.86,0.7569,0.8411
0.8933,0.8749,0.8736
0.8303,0.6671,0.902
0.7608,0.6263,0.6681
0.7284,0.7152,0.6284
0.7875,0.8478,0.8171
0.8276,0.6573,0.7923
0.8003,0.7243,0.7267
0.9194,0.7517,0.8267
0.7333,0.7054,0.6595
0.8017,0.5372,0.7234
0.8368,0.693,0.7611
0.7846,0.631,0.6931
0.7257,0.61,0.7113
0.8364,0.4734,0.8207
0.8464,0.9373,0.7243
0.9352,0.552,0.9171
0.7804,0.7329,0.6116
0.8086,0.5771,0.7776
0.8686,0.627,0.8326
0.7821,0.7004,0.7081
0.8342,0.7948,0.7637
0.7709,0.5706,0.6866
0.8485,0.6256,0.7306
0.7727,0.55,0.7068
0.7895,0.7136,0.6774
0.7729,0.575,0.7982
0.7491,0.7907,0.5185
0.9426,0.6916,0.8405
0.706,0.6836,0.498
0.7421,0.8111,0.5957
0.7994,0.7064,0.6834
0.8193,0.5354,0.8535
0.8048,0.7436,0.8264
0.8621,0.7219,0.7886
0.8649,0.7445,0.7903
0.8833,0.9211,0.8838
0.7814,0.6912,0.8047
0.8628,0.7984,0.7374
0.8382,0.6625,0.8163
0.7929,0.6666,0.6475
