NDVI,NDRE,GNDVI
0.4261,0.239,0.411
0.7438,0.692,0.7511
0.6886,0.6458,0.6877
0.5903,0.4865,0.4867
0.7962,0.7759,0.7057
0.7078,0.6354,0.6518
0.8151,0.7121,0.7909
0.8743,0.8782,0.7885
0.7945,0.5836,0.6902
0.4747,0.406,0.3353
0.6099,0.4605,0.6954
0.5162,0.4176,0.515
0.7628,0.6408,0.6596
0.6036,0.5118,0.6369
0.5962,0.4337,0.6531
0.7049,0.6028,0.6891
0.7819,0.6034,0.7805
0.6476,0.6348,0.6912
0.6304,0.5905,0.6403
0.4896,0.4455,0.512
0.7019,0.5623,0.5991
0.4449,0.3957,0.3029
0.4472,0.4362,0.4845
0.851,0.694,0.8017
0.4042,0.2401,0.3791
0.8907,0.8007,0.8981
0.7816,0.698,0.7013
0.769,0.6731,0.7357
0.6745,0.52,0.6534
0.5413,0.5311,0.5625
0.8838,0.8251,0.8601
0.797,0.6932,0.7803
0.8517,0.6907,0.7933
0.4023,0.3236,0.3812
0.5585,0.4503,0.5608
0.4319,0.3433,0.4023
0.7364,0.599,0.666
0.7382,0.6479,0.7734
0.7243,0.6767,0.6626
0.6222,0.6317,0.5794
0.4749,0.3455,0.5283
0.4058,0.3003,0.3689
0.5196,0.5052,0.5241
0.793,0.6063,0.78
0.5591,0.3974,0.5399
0.525,0.3845,0.4936
0.445,0.3726,0.3831
0.7514,0.7507,0.7527
0.6622,0.554,0.6943
0.6085,0.5382,0.6397
0.4677,0.3196,0.4788
0.4336,0.4508,0.3301
0.8591,0.7854,0.8588
0.8653,0.6967,0.8206
0.8276,0.6505,0.7618
0.8784,0.8074,0.871
0.7478,0.6174,0.7292
0.8663,0.6839,0.8774
0.6057,0.491,0.6043
0.488,0.4369,0.4656
0.7417,0.6794,0.6949
0.6067,0.5401,0.6187
0.8243,0.715,0.7215
0.7226,0.5957,0.6697
0.8286,0.7096,0.6826
0.5132,0.4134,0.5232
0.8076,0.6633,0.8052
0.4253,0.4682,0.3828
0.4366,0.381,0.377
0.4326,0.349,0.4757
0.6597,0.5138,0.6012
0.6032,0.3606,0.6171
0.4805,0.5601,0.4714
0.7153,0.7602,0.6616
0.5339,0.5017,0.5502
0.4063,0.2807,0.4054
0.4496,0.5801,0.5183
0.4864,0.3206,0.4407
0.7584,0.6694,0.6615
0.6657,0.446,0.6417
0.4845,0.2652,0.4995
0.6371,0.5587,0.6068
0.7793,0.6841,0.8369
0.6263,0.5419,0.6668
0.562,0.5853,0.5208
0.6289,0.5324,0.6118
0.8046,0.7366,0.68
0.6069,0.4629,0.6409
0.4605,0.4883,0.4197
0.4181,0.4595,0.4246
0.8263,0.6798,0.7773
0.5022,0.4581,0.4176
0.7231,0.564,0.7369
