NDVI,NDRE,GNDVI
0.7614,0.6802,0.6928
0.514,0.4302,0.443
0.4035,0.4144,0.4253
0.6363,0.5297,0.645
0.3295,0.3832,0.4547
0.4806,0.4489,0.4638
0.6529,0.5685,0.6383
0.8467,0.7585,0.7968
0.7423,0.6397,0.8482
0.2979,0.3536,0.335
0.2341,0.2784,0.2455
0.5484,0.4748,0.6397
0.4595,0.1686,0.4497
0.5098,0.4985,0.6762
0.8555,0.7507,0.9002
0.2798,0.4194,0.2864
0.4072,0.263,0.4303
0.5068,0.4203,0.5026
0.686,0.4743,0.6988
0.6667,0.5158,0.6144
0.2346,0.3214,0.3506
0.6416,0.4296,0.5877
0.5281,0.3556,0.5286
0.6169,0.5665,0.6159
0.9441,0.8078,0.8828
0.5859,0.4774,0.5046
0.7577,0.4617,0.7391
0.4778,0.5004,0.4819
0.4552,0.3768,0.4323
0.8015,0.6058,0.7529
0.6873,0.6061,0.67
0.9092,0.8535,0.9288
0.4503,0.3706,0.503
0.4877,0.3745,0.5028
0.4741,0.4112,0.4447
0.3315,0.3186,0.318
0.8478,0.7486,0.7978
0.347,0.2873,0.3268
0.6356,0.6274,0.5597
0.4833,0.3548,0.4356
0.6385,0.5315,0.6475
0.8567,0.7101,0.7861
0.3649,0.2114,0.3675
0.8372,0.7319,0.8003
0.6783,0.5827,0.677
0.2361,0.2003,0.2142
0.2108,0.2282,0.1
0.6705,0.5562,0.616
0.931,0.8821,0.8403
0.5879,0.535,0.4658
0.4841,0.4432,0.4477
0.9175,0.7252,0.8399
0.3193,0.1497,0.3224
0.4568,0.4508,0.4765
0.7375,0.4926,0.8023
0.4564,0.3755,0.4546
0.369,0.3842,0.3709
0.4443,0.3236,0.5387
0.6566,0.5262,0.5707
0.2913,0.1613,0.2378
0.8279,0.6343,0.8218
0.7934,0.6149,0.8257
0.8939,0.7206,0.924
0.3006,0.2755,0.2163
0.5672,0.5013,0.463
0.9094,0.8669,0.8608
0.6968,0.5573,0.7065
0.3361,0.3346,0.3202
0.7893,0.6227,0.6973
0.4132,0.4762,0.3465
0.6092,0.5282,0.6423
0.4441,0.3697,0.4919
0.3672,0.2657,0.3994
0.5025,0.4954,0.4898
0.7229,0.6219,0.6517
0.3993,0.3617,0.302
0.4607,0.3239,0.3788
0.5701,0.4327,0.4525
0.9258,0.6558,0.8667
0.8827,0.7082,0.8654
0.357,0.2792,0.3618
0.5362,0.3656,0.5941
0.3745,0.322,0.3835
0.5429,0.4408,0.4472
0.3106,0.2239,0.3089
0.7436,0.5698,0.7088
0.4641,0.4122,0.482
0.4658,0.3475,0.5009
0.5867,0.6162,0.5933
0.4932,0.4116,0.4594
0.3024,0.3322,0.3772
0.6453,0.469,0.6655
0.3593,0.3033,0.231
0.3709,0.2574,0.4094
0.4615,0.4283,0.4103
0.5543,0.4702,0.4522
0.7751,0.7941,0.7557
0.5149,0.4157,0.6198
0.339,0.1748,0.3392
0.914,0.7653,0.8564
0.863,0.7415,0.8288
0.2427,0.1752,0.3728
