NDVI,NDRE,GNDVI
0.5591,0.389,0.5474
0.5718,0.5342,0.5602
0.6938,0.5692,0.703
0.7473,0.5893,0.8161
0.7055,0.6551,0.7695
0.6761,0.6055,0.6697
0.5941,0.58,0.616
0.7174,0.6168,0.7714
0.7042,0.6263,0.732
0.5271,0.5196,0.6165
0.6654,0.6829,0.714
0.7074,0.5973,0.7083
0.6269,0.5664,0.6277
0.55,0.5244,0.5388
0.5403,0.5162,0.5394
0.7276,0.6013,0.7648
0.7373,0.6331,0.7647
0.605,0.5678,0.6164
0.6086,0.5474,0.6623
0.62,0.6609,0.6647
0.7129,0.6017,0.6854
0.5869,0.4716,0.5653
0.7203,0.6553,0.717
0.6784,0.5364,0.68
0.6147,0.5143,0.6199
0.5828,0.5211,0.5958
0.5836,0.5149,0.6271
0.7662,0.6593,0.7595
0.5785,0.479,0.5769
0.8453,0.7484,0.8242
0.6577,0.7065,0.6537
0.7648,0.7116,0.7947
0.6351,0.4475,0.631
0.5457,0.4622,0.5318
0.7299,0.6659,0.7459
0.6896,0.5119,0.7335
0.5894,0.3762,0.5821
0.5507,0.4471,0.6191
0.7151,0.5736,0.717
0.5518,0.5898,0.5627
0.6289,0.5745,0.7067
0.5809,0.506,0.6329
0.6077,0.5172,0.6326
0.7212,0.654,0.7721
0.6646,0.5936,0.6472
0.5976,0.555,0.6998
0.6527,0.5916,0.6368
0.5489,0.5515,0.5847
0.7165,0.6252,0.7972
0.6562,0.6216,0.6995
0.6295,0.575,0.6589
0.5482,0.5007,0.6206
0.5853,0.4943,0.6394
0.623,0.5445,0.6347
0.603,0.5295,0.6948
0.7788,0.7378,0.788
0.7859,0.6929,0.8902
0.7845,0.6234,0.8475
0.6111,0.4461,0.626
0.5757,0.4423,0.5637
0.5479,0.447,0.5817
0.5744,0.5372,0.5784
0.6357,0.5214,0.6718
0.7058,0.6883,0.7717
0.5636,0.4273,0.6272
0.6557,0.6143,0.744
0.619,0.4334,0.609
0.6481,0.5014,0.6901
