NDVI,NDRE,GNDVI
0.6676,0.5511,0.7163
0.7452,0.6271,0.7937
0.7798,0.6207,0.7403
0.6977,0.614,0.6837
0.2997,0.2503,0.3098
0.6719,0.5836,0.5675
0.3303,0.3609,0.317
0.8295,0.6505,0.8731
0.4469,0.4282,0.4036
0.4088,0.3575,0.5118
0.4638,0.5418,0.5153
0.678,0.5608,0.6738
0.4076,0.4029,0.433
0.4469,0.3875,0.3953
0.7103,0.5053,0.6702
0.4299,0.336,0.4976
0.6325,0.6002,0.5811
0.4461,0.3555,0.4935
0.4295,0.2167,0.3563
0.6044,0.5134,0.5262
0.9508,0.7232,0.9998
0.6435,0.5569,0.6214
0.429,0.4803,0.3977
0.7709,0.706,0.8074
0.2791,0.3564,0.349
0.554,0.435,0.5857
0.5686,0.4763,0.5247
0.6134,0.4499,0.58
0.3767,0.281,0.3921
0.6228,0.4658,0.6377
0.4776,0.3202,0.444
0.6329,0.6346,0.6208
0.4942,0.2788,0.498
0.3937,0.4387,0.4565
0.6481,0.6387,0.664
0.7198,0.6452,0.6168
0.5518,0.3945,0.527
0.6395,0.4336,0.5719
0.6799,0.5391,0.6839
0.5999,0.5557,0.6281
0.5792,0.4951,0.5679
0.612,0.4488,0.5796
0.5771,0.5736,0.5644
0.4242,0.4857,0.4307
0.4525,0.3752,0.4143
0.5552,0.4829,0.4798
0.721,0.5056,0.5908
0.5788,0.4656,0.6259
0.5785,0.5301,0.587
0.6966,0.616,0.689
0.6032,0.4791,0.6482
0.4515,0.371,0.3826
0.6774,0.5442,0.5664
0.6602,0.5419,0.6566
0.7897,0.6972,0.7712
0.4495,0.2508,0.357
0.4441,0.379,0.4565
0.6779,0.6004,0.6337
0.5007,0.3906,0.4503
0.6379,0.5095,0.6002
0.6521,0.5232,0.5079
0.3946,0.3101,0.3635
0.6951,0.5904,0.6342
0.6659,0.575,0.6705
0.4405,0.2342,0.4273
0.8647,0.7748,0.8575
0.5902,0.4837,0.4455
0.297,0.3989,0.2613
0.5525,0.3896,0.5661
0.6905,0.5255,0.6498
0.4292,0.3578,0.4672
0.5674,0.5142,0.4618
0.8076,0.5457,0.8096
0.6304,0.4789,0.578
0.5623,0.5225,0.5105
0.692,0.521,0.7162
0.5369,0.5562,0.5821
0.7458,0.5998,0.7678
0.4859,0.3555,0.579
0.4531,0.4343,0.5102
0.5343,0.5706,0.4818
0.6262,0.5627,0.6132
0.4036,0.4392,0.3833
0.429,0.4891,0.5261
0.7252,0.5502,0.7525
0.4297,0.4381,0.4159
0.5248,0.3437,0.5567
0.8511,0.7476,0.7514
0.5756,0.487,0.572
0.5561,0.563,0.4947
0.3165,0.3616,0.2368
0.7499,0.6748,0.7591
0.6304,0.5578,0.6554
0.2547,0.2644,0.2872
0.5143,0.4461,0.494
0.47,0.4011,0.3991
