NDVI,NDRE,GNDVI
0.4714,0.4211,0.4375
0.3333,0.3016,0.298
0.4931,0.5141,0.4574
0.445,0.4241,0.5002
0.4626,0.3821,0.546
0.3586,0.2925,0.4942
0.3542,0.3695,0.3132
0.3909,0.2983,0.6161
0.3259,0.2939,0.3074
0.396,0.272,0.4045
0.3347,0.2954,0.5033
0.4202,0.323,0.2775
0.4216,0.3469,0.4581
0.442,0.4072,0.4306
0.4473,0.4328,0.3236
0.4452,0.3649,0.3236
0.3761,0.3946,0.5255
0.375,0.2782,0.4641
0.406,0.4046,0.5291
0.3647,0.3074,0.3013
0.4372,0.4412,0.4848
0.4209,0.3579,0.6704
0.3938,0.3196,0.4019
0.4079,0.3976,0.4406
0.4064,0.3878,0.4356
0.3679,0.304,0.3966
0.3971,0.3845,0.3501
0.3769,0.3326,0.4182
0.4286,0.3931,0.6128
0.363,0.3436,0.3991
0.3475,0.2425,0.5154
0.3781,0.3404,0.7003
0.3744,0.2639,0.3307
0.4055,0.3125,0.4879
0.3638,0.322,0.2883
0.4858,0.4861,0.476
0.4395,0.3839,0.7071
0.4186,0.359,0.5077
0.3436,0.2867,0.4212
0.4121,0.3905,0.3202
0.525,0.4165,0.457
0.3341,0.2304,0.3003
0.3956,0.4237,0.324
0.5139,0.4832,0.5926
0.4913,0.4071,0.5629
0.4664,0.3877,0.46
0.3899,0.3232,0.3683
0.4164,0.3095,0.5141
0.352,0.3011,0.5648
0.3709,0.3349,0.5087
0.3783,0.4083,0.4258
0.4923,0.4484,0.5868
0.3924,0.3903,0.5215
0.4335,0.3756,0.4687
0.3483,0.2905,0.409
0.3507,0.3153,0.3427
0.4126,0.4141,0.5217
0.3821,0.3139,0.4006
0.4216,0.3906,0.3472
0.4313,0.398,0.3575
0.4181,0.375,0.4386
0.4094,0.4117,0.3421
0.3014,0.2734,0.633
0.4062,0.3585,0.4831
0.4076,0.3641,0.3859
0.4119,0.2648,0.4567
0.3768,0.3311,0.4873
0.3864,0.2945,0.4422
0.3628,0.3162,0.3079
0.4139,0.3713,0.4287
0.4221,0.4028,0.4215
0.262,0.3365,0.288
0.4341,0.4579,0.371
0.3564,0.3203,0.4871
0.4196,0.4056,0.4908
0.4881,0.4193,0.538
0.4867,0.4476,0.3055
0.4091,0.3789,0.3965
0.381,0.2939,0.5417
0.4148,0.3503,0.4797
0.4277,0.3001,0.333
0.4798,0.4231,0.6526
0.3538,0.3166,0.1552
0.3785,0.337,0.4277
0.3759,0.2882,0.5847
0.3808,0.3388,0.2598
0.3543,0.327,0.3504
0.4019,0.3848,0.2908
0.4379,0.4076,0.5977
0.373,0.3201,0.3292
0.4063,0.3586,0.5338
0.3777,0.3527,0.5533
