NDVI,NDRE,GNDVI
0.184,0.1274,0.1951
0.1371,0.1671,0.1
0.2516,0.473,0.2111
0.3853,0.507,0.2418
0.2232,0.2318,0.2313
0.2428,0.3501,0.357
0.2054,0.1463,0.1674
0.2609,0.2146,0.2914
0.1863,0.2033,0.2
0.4119,0.5516,0.5282
0.3488,0.151,0.4479
0.2822,0.3997,0.1627
0.3229,0.3026,0.3092
0.2222,0.3288,0.168
0.1957,0.3052,0.1683
0.3546,0.3633,0.4143
0.3698,0.3018,0.3797
0.14,0.1383,0.2307
0.1998,0.2185,0.1
0.2353,0.1139,0.3245
0.3104,0.3418,0.3481
0.3579,0.2978,0.4828
0.2596,0.2484,0.2218
0.2674,0.28,0.3634
0.3594,0.4446,0.3788
0.3056,0.453,0.3204
0.237,0.415,0.2124
0.2424,0.3229,0.2485
0.3154,0.2976,0.2397
0.2672,0.1696,0.2453
0.3083,0.5753,0.2648
0.3094,0.5101,0.2901
0.1,0.2617,0.1177
0.1783,0.2995,0.189
0.2734,0.2697,0.2818
0.4468,0.4482,0.4284
0.2745,0.3979,0.2919
0.1483,0.1,0.1737
0.2759,0.2457,0.2629
0.3058,0.3304,0.3444
0.2042,0.1,0.3206
0.1512,0.1,0.1517
0.2838,0.247,0.2484
0.1944,0.2544,0.2454
0.117,0.3388,0.1581
0.1319,0.1542,0.1
0.3185,0.527,0.2606
0.4156,0.339,0.3557
0.2937,0.3077,0.2167
0.4009,0.2526,0.4259
0.206,0.2109,0.2863
0.1566,0.1,0.1182
0.2977,0.6619,0.1942
0.1106,0.1,0.1578
0.2047,0.2894,0.2265
0.2782,0.261,0.4707
0.265,0.2752,0.3286
0.228,0.2633,0.1536
0.1765,0.3273,0.1239
0.3488,0.4124,0.3717
0.3325,0.3735,0.3282
0.3297,0.4052,0.3214
0.295,0.3583,0.3061
0.232,0.1464,0.3092
0.2089,0.2318,0.3759
0.2789,0.3776,0.3935
0.3068,0.2705,0.2296
0.2602,0.3309,0.2284
0.2723,0.4145,0.1
0.2521,0.2197,0.2811
0.306,0.4313,0.2681
0.2672,0.2898,0.2756
0.1778,0.2407,0.1353
0.3414,0.4407,0.2735
0.2715,0.363,0.1575
0.1693,0.1,0.1684
0.3661,0.1911,0.4067
0.2036,0.3059,0.1691
