NDVI,NDRE,GNDVI
0.3426,0.2466,0.3767
0.3807,0.334,0.3696
0.3942,0.4585,0.3188
0.3333,0.266,0.4663
0.3139,0.2323,0.3275
0.3634,0.3258,0.4268
0.409,0.2445,0.3896
0.4305,0.3959,0.4245
0.3851,0.2191,0.3918
0.4001,0.4367,0.3844
0.4086,0.2416,0.368
0.4024,0.4094,0.5101
0.3181,0.2297,0.3404
0.381,0.2584,0.3016
0.3409,0.3013,0.3487
0.4067,0.3745,0.3323
0.4516,0.3968,0.4032
0.4159,0.3848,0.418
0.3444,0.3508,0.3738
0.3416,0.1593,0.2181
0.3074,0.2815,0.3986
0.3853,0.2405,0.3515
0.3866,0.2482,0.3744
0.3473,0.2278,0.4262
0.4529,0.2533,0.5322
0.3773,0.3286,0.3461
0.4339,0.2521,0.4823
0.428,0.3993,0.4317
0.4209,0.4715,0.55
0.4816,0.5245,0.4394
0.3032,0.1922,0.3914
0.3136,0.1941,0.2893
0.4444,0.4391,0.3852
0.3707,0.3279,0.3559
0.4973,0.4226,0.4055
0.3433,0.2099,0.2993
0.3367,0.3045,0.3237
0.4176,0.423,0.4016
0.3559,0.2577,0.4032
0.3681,0.3543,0.4097
0.4842,0.4282,0.4737
0.3052,0.2246,0.224
0.4063,0.3495,0.297
0.367,0.2477,0.3411
0.3692,0.3827,0.3279
0.3496,0.2346,0.322
0.327,0.2463,0.4119
0.3069,0.3348,0.282
0.4975,0.3913,0.4445
0.4321,0.3088,0.4273
0.4554,0.4063,0.423
0.313,0.4023,0.3478
0.303,0.3499,0.321
0.4201,0.4072,0.5091
0.4448,0.4543,0.4246
0.379,0.3669,0.4752
0.3776,0.3456,0.4122
0.3769,0.393,0.4033
0.3306,0.3153,0.2347
0.4508,0.3859,0.3378
0.343,0.3143,0.2651
0.3649,0.3424,0.3764
0.4343,0.3975,0.4672
0.3,0.2916,0.3327
0.4533,0.3226,0.4489
0.4798,0.399,0.5166
0.3103,0.1858,0.3752
0.4183,0.3814,0.3994
0.3817,0.3571,0.4091
0.3157,0.3711,0.3396
0.4364,0.3989,0.4718
0.4225,0.3405,0.435
0.4285,0.3419,0.4375
0.4627,0.4446,0.4255
0.3574,0.2654,0.3691
0.4354,0.3878,0.4136
0.4487,0.4547,0.3893
0.3338,0.4354,0.3521
0.4914,0.5038,0.431
0.368,0.285,0.3664
0.4427,0.3308,0.419
