NDVI,NDRE,GNDVI
0.7996,0.7887,0.8357
0.8287,0.7145,0.8638
0.4499,0.4437,0.3817
0.6455,0.6476,0.607
0.4585,0.4897,0.4747
0.8586,0.7179,0.8239
0.4086,0.5041,0.3771
0.4963,0.3915,0.4088
0.491,0.5157,0.5256
0.6936,0.5365,0.6427
0.8256,0.7572,0.7072
0.5569,0.4092,0.5401
0.7571,0.6841,0.7093
0.8999,0.6981,0.8325
0.5589,0.4058,0.5505
0.6323,0.4708,0.601
0.4234,0.4021,0.4756
0.4633,0.4345,0.4106
0.567,0.5192,0.5131
0.8443,0.7278,0.8454
0.735,0.5888,0.831
0.5205,0.3963,0.6258
0.4018,0.277,0.4362
0.4017,0.2727,0.382
0.843,0.7962,0.7789
0.4424,0.3086,0.4176
0.461,0.3328,0.3671
0.4855,0.3483,0.5108
0.7904,0.5753,0.8233
0.4988,0.4504,0.4822
0.5871,0.4639,0.6748
0.8919,0.7399,0.9868
0.7529,0.6292,0.7669
0.8296,0.7205,0.7597
0.4872,0.4266,0.4354
0.7833,0.7452,0.7893
0.5762,0.4457,0.6128
0.8993,0.716,0.8245
0.7922,0.6634,0.7009
0.4677,0.3984,0.3747
0.5863,0.397,0.5172
0.7486,0.5235,0.6978
0.8412,0.6999,0.8584
0.4588,0.4932,0.4234
0.7408,0.7314,0.5582
0.5182,0.3667,0.474
0.4198,0.3341,0.3995
0.6008,0.524,0.565
0.6673,0.5885,0.5148
0.6684,0.4999,0.6278
0.628,0.6541,0.6737
0.747,0.5926,0.6939
0.7662,0.6741,0.7012
0.7638,0.6233,0.6941
0.6421,0.5238,0.6284
0.725,0.6675,0.6209
0.4379,0.4481,0.3762
0.4159,0.4087,0.4687
0.4509,0.3279,0.4784
0.7144,0.5116,0.6601
0.7949,0.858,0.7856
0.7916,0.6906,0.7123
0.8048,0.6171,0.7238
0.5084,0.5029,0.4502
0.6478,0.4878,0.5475
0.5155,0.5805,0.4995
0.4483,0.3591,0.542
0.5863,0.5609,0.4695
0.7649,0.6441,0.818
0.7135,0.4984,0.5507
0.8116,0.6166,0.8016
0.4873,0.3659,0.3855
0.8784,0.6923,0.8637
0.8054,0.6936,0.7303
0.5011,0.2607,0.527
0.5737,0.5041,0.5176
0.7018,0.4572,0.7003
0.7052,0.6233,0.6679
0.434,0.3198,0.4897
0.6261,0.5428,0.5963
0.7891,0.5737,0.7663
0.821,0.6492,0.7881
0.5579,0.3342,0.5869
0.828,0.6118,0.8383
