NDVI,NDRE,GNDVI
0.5288,0.4786,0.5235
0.8161,0.7505,0.7482
0.5808,0.4439,0.5077
0.5171,0.4625,0.5779
0.7522,0.692,0.7328
0.5436,0.2873,0.5438
0.7406,0.674,0.7005
0.7292,0.5927,0.7258
0.6395,0.5428,0.6094
0.8347,0.7921,0.722
0.656,0.6344,0.6068
0.3882,0.2978,0.4171
0.3993,0.2293,0.3677
0.7749,0.6501,0.6513
0.8041,0.7538,0.7551
0.7805,0.752,0.6615
0.4346,0.2299,0.4144
0.2983,0.3065,0.3637
0.2563,0.2625,0.2022
0.8521,0.7728,0.8464
0.8697,0.734,0.9158
0.6654,0.4418,0.7059
0.6603,0.5293,0.6261
0.7484,0.5693,0.6728
0.4173,0.2898,0.4227
0.629,0.5907,0.6181
0.5157,0.4309,0.5505
0.7011,0.6225,0.6776
0.7106,0.6766,0.7038
0.7144,0.485,0.6418
0.8413,0.8221,0.841
0.7389,0.751,0.646
0.6484,0.4274,0.5952
0.5561,0.5245,0.5717
0.6885,0.7238,0.7279
0.8065,0.5836,0.8062
0.4003,0.2662,0.3967
0.5583,0.5348,0.5425
0.577,0.5253,0.5155
0.6748,0.5886,0.6323
0.5563,0.4586,0.446
0.5234,0.46,0.5944
0.3724,0.1493,0.4834
0.4924,0.3398,0.3859
0.6791,0.569,0.5831
0.6508,0.4059,0.6968
0.6396,0.5346,0.5792
0.5409,0.4623,0.5968
0.6315,0.4862,0.6487
0.6325,0.4911,0.5958
0.4038,0.2779,0.4487
0.6531,0.5217,0.629
0.7392,0.6514,0.7074
0.6804,0.608,0.6824
0.3818,0.4048,0.4208
0.5249,0.4394,0.563
0.7886,0.6986,0.8733
0.6887,0.4832,0.6819
0.6972,0.6063,0.7361
0.5683,0.4704,0.6161
0.3982,0.3815,0.4306
0.6323,0.5187,0.5854
0.5357,0.4329,0.5777
0.8039,0.6216,0.7919
0.5469,0.539,0.4687
0.3023,0.2249,0.3588
0.7375,0.7553,0.6272
0.7013,0.5032,0.7075
0.5941,0.5891,0.549
0.7874,0.5133,0.7626
0.5915,0.4932,0.5045
0.5624,0.44,0.5112
0.7249,0.6452,0.6707
0.8015,0.7344,0.7598
0.598,0.6458,0.5505
0.5352,0.4216,0.5398
0.7329,0.5694,0.7281
0.7375,0.6865,0.6862
0.4904,0.4126,0.4831
0.8427,0.6666,0.8319
0.7223,0.5811,0.5823
0.5672,0.4354,0.574
0.7085,0.4841,0.6497
0.4384,0.4889,0.3002
0.6211,0.5635,0.5818
0.9547,0.6901,0.8579
0.5387,0.5667,0.5021
0.4551,0.4056,0.472
0.611,0.5062,0.6347
0.7521,0.6738,0.7865
0.7198,0.5797,0.7597
0.6226,0.4384,0.551
0.4067,0.3157,0.4646
0.5228,0.4435,0.4498
0.4013,0.286,0.4521
0.6,0.5476,0.6106
0.5499,0.5605,0.5445
0.922,0.7505,0.8339
0.692,0.4272,0.7265
0.7662,0.6367,0.6845
0.7553,0.5799,0.7238
0.7919,0.6544,0.762
0.6442,0.5323,0.5378
0.605,0.4558,0.594
0.7253,0.5191,0.6425
0.5545,0.4755,0.6121
0.7341,0.5682,0.8405
0.539,0.584,0.4892
0.9388,0.8071,0.8741
0.708,0.5492,0.6897
0.7364,0.5907,0.6045
0.4678,0.393,0.5425
0.7894,0.6742,0.7404
0.2009,0.2279,0.1948
0.4793,0.4932,0.5055
0.6763,0.5696,0.6564
0.415,0.3921,0.42
0.7516,0.6661,0.7636
0.5745,0.498,0.5523
0.6084,0.5043,0.5335
