NDVI,NDRE,GNDVI
0.3827,0.4617,0.5241
0.3523,0.3397,0.4994
0.4409,0.3401,0.3655
0.3564,0.3322,0.4578
0.3963,0.2865,0.4513
0.367,0.2913,0.2894
0.4141,0.3777,0.5475
0.2962,0.169,0.4007
0.4181,0.2669,0.4208
0.4671,0.3626,0.5591
0.3785,0.2937,0.4298
0.4459,0.3595,0.5822
0.3501,0.2889,0.5839
0.3352,0.317,0.3567
0.4146,0.4711,0.4112
0.3448,0.2789,0.3423
0.3544,0.338,0.3998
0.315,0.3458,0.5056
0.3615,0.3786,0.2969
0.3633,0.2877,0.2672
0.4193,0.4211,0.4671
0.3786,0.4052,0.4113
0.3775,0.4163,0.4335
0.3477,0.3914,0.1978
0.3958,0.3012,0.5812
0.4299,0.3989,0.4715
0.3624,0.2916,0.6483
0.4172,0.3102,0.4834
0.3367,0.3269,0.3455
0.3219,0.2998,0.4008
0.3699,0.3414,0.5569
0.3365,0.2791,0.3135
0.3324,0.4216,0.4411
0.4293,0.4618,0.4943
0.4244,0.361,0.5065
0.3565,0.3197,0.3087
0.3868,0.3729,0.4845
0.3878,0.4004,0.4777
0.4393,0.4195,0.6142
0.3075,0.2825,0.5426
0.4088,0.297,0.4734
0.4199,0.476,0.4668
0.4532,0.3764,0.3712
0.3818,0.3967,0.3976
0.4501,0.4067,0.4195
0.3499,0.3774,0.4925
0.4513,0.3411,0.4966
0.449,0.3723,0.3661
0.3524,0.3101,0.3125
0.3983,0.3126,0.684
0.2977,0.2411,0.3155
0.3527,0.382,0.4646
0.4342,0.4184,0.4561
0.3915,0.4248,0.3991
0.3618,0.3289,0.5205
0.395,0.3476,0.381
0.3461,0.2461,0.3621
0.3951,0.408,0.5641
0.4365,0.3848,0.4171
0.3616,0.3352,0.2625
0.3396,0.2777,0.2749
0.4216,0.5218,0.4966
0.3756,0.3442,0.3428
0.4132,0.3361,0.5522
0.371,0.276,0.4118
0.4216,0.4059,0.5214
0.4215,0.3417,0.4804
0.4423,0.3755,0.5656
0.3363,0.2263,0.5738
0.4273,0.3879,0.5056
0.3218,0.2924,0.4269
0.337,0.3962,0.4971
0.2884,0.2328,0.2955
0.3861,0.2376,0.4744
0.4859,0.4262,0.3979
0.4025,0.4274,0.3559
0.4061,0.396,0.3867
0.3586,0.377,0.5279
0.3643,0.3505,0.391
0.331,0.2759,0.3036
0.4111,0.3138,0.5137
0.3285,0.2465,0.2152
0.2871,0.2283,0.1638
0.4359,0.424,0.4298
0.4562,0.4066,0.4425
0.3674,0.2407,0.5116
0.3996,0.3756,0.5497
0.4108,0.4308,0.4274
0.3511,0.237,0.3749
0.3863,0.3751,0.3428
0.3908,0.2462,0.4126
0.4568,0.3673,0.214
0.3073,0.2123,0.3199
0.4138,0.4066,0.4316
0.3023,0.3553,0.2831
