NDVI,NDRE,GNDVI
0.4898,0.3937,0.4472
0.425,0.4129,0.2659
0.4094,0.4177,0.5718
0.4102,0.3327,0.453
0.3996,0.3359,0.3733
0.2792,0.3168,0.3411
0.3297,0.33,0.3492
0.4403,0.3839,0.5174
0.3757,0.3246,0.3231
0.3812,0.3441,0.3791
0.3717,0.3197,0.4247
0.3664,0.33,0.2097
0.4195,0.5347,0.419
0.4142,0.3376,0.3712
0.4038,0.2737,0.4935
0.3859,0.3141,0.4448
0.3741,0.3644,0.5387
0.4129,0.4017,0.2375
0.4022,0.3082,0.3698
0.4197,0.3589,0.4634
0.4166,0.4182,0.5708
0.428,0.3798,0.3389
0.4659,0.3681,0.3958
0.4329,0.3489,0.5845
0.3288,0.3663,0.6106
0.3349,0.2787,0.555
0.402,0.3644,0.603
0.3815,0.2634,0.4602
0.3225,0.2784,0.389
0.3626,0.4676,0.594
0.462,0.5053,0.4408
0.4123,0.3838,0.3376
0.4231,0.4615,0.4745
0.4203,0.4085,0.4082
0.4209,0.4951,0.3678
0.4199,0.4112,0.529
0.4026,0.4293,0.4068
0.4451,0.295,0.4801
0.4214,0.3985,0.4991
0.3803,0.3116,0.2397
0.3807,0.3706,0.5404
0.4238,0.4076,0.6768
0.4383,0.4637,0.5849
0.3654,0.3811,0.1
0.4651,0.3481,0.4981
0.4003,0.2677,0.2444
0.4148,0.3631,0.5597
0.4255,0.4205,0.5676
0.4541,0.4404,0.5051
0.3649,0.3318,0.1411
0.4393,0.4261,0.4586
0.38,0.3831,0.3039
0.3791,0.3446,0.4292
0.3059,0.3064,0.3627
0.348,0.3487,0.4979
0.376,0.3366,0.3974
0.4631,0.4907,0.6414
0.3679,0.2712,0.4473
0.363,0.4092,0.3516
0.2986,0.321,0.3503
0.3464,0.4197,0.5212
0.3363,0.2267,0.5274
0.4843,0.4183,0.2215
0.4008,0.3849,0.311
0.4255,0.3959,0.3851
0.2884,0.238,0.4925
0.3577,0.3373,0.5262
0.4219,0.442,0.5458
0.3592,0.3303,0.515
0.4571,0.3431,0.6412
0.3984,0.4613,0.4849
0.3636,0.2793,0.5134
0.3054,0.214,0.407
0.4458,0.3649,0.5677
0.3109,0.2491,0.3192
0.3848,0.3601,0.3326
0.3352,0.4322,0.3187
0.4919,0.398,0.4668
0.4194,0.4322,0.5251
0.3562,0.4182,0.5643
0.4534,0.3869,0.4069
0.314,0.2776,0.6226
0.3708,0.349,0.3873
