NDVI,NDRE,GNDVI
0.1828,0.3048,0.2076
0.2129,0.3165,0.3335
0.2429,0.168,0.3703
0.3465,0.4048,0.2831
0.2063,0.269,0.253
0.2367,0.288,0.3327
0.3589,0.2309,0.3205
0.2201,0.3473,0.285
0.1806,0.1812,0.3939
0.2571,0.228,0.1773
0.232,0.3195,0.2855
0.1302,0.1758,0.1
0.3287,0.203,0.2794
0.3033,0.4804,0.2698
0.1737,0.2531,0.2331
0.2215,0.2641,0.4004
0.2831,0.3092,0.2429
0.3308,0.3496,0.4119
0.296,0.3317,0.2295
0.1935,0.3592,0.1793
0.1838,0.396,0.3113
0.2444,0.2543,0.3343
0.1631,0.29,0.1557
0.2583,0.3564,0.2211
0.1452,0.2779,0.2109
0.2738,0.4325,0.2304
0.1,0.2414,0.1
0.2905,0.3596,0.2648
0.1548,0.1527,0.1673
0.3289,0.377,0.2829
0.2361,0.1725,0.1199
0.2585,0.34,0.3939
0.3276,0.3776,0.3941
0.1,0.1,0.1187
0.2775,0.2612,0.2268
0.2201,0.1909,0.3333
0.2907,0.3883,0.3345
0.2351,0.2469,0.1979
0.1709,0.1,0.2358
0.2855,0.3587,0.2991
0.2053,0.2747,0.2353
0.3661,0.387,0.4301
0.2224,0.1566,0.2791
0.144,0.2668,0.2407
0.3151,0.325,0.4644
0.2592,0.2771,0.317
0.3064,0.204,0.4986
0.2356,0.1545,0.3458
0.2683,0.7112,0.2584
0.3444,0.243,0.2216
0.3746,0.1702,0.4647
0.2238,0.2293,0.1369
0.1268,0.1761,0.1702
0.2877,0.2241,0.3523
0.2315,0.1914,0.1609
0.3122,0.3222,0.2649
0.202,0.2879,0.1366
0.3909,0.2532,0.5475
0.2173,0.2234,0.2935
0.2031,0.2522,0.1648
0.2665,0.276,0.1533
0.3022,0.258,0.2371
0.2471,0.1828,0.2098
0.2877,0.4887,0.2501
0.2113,0.1,0.2929
0.3401,0.4576,0.2262
0.2917,0.2045,0.385
0.1031,0.2014,0.1
0.2939,0.3282,0.2938
0.2251,0.1649,0.1856
0.1,0.1215,0.1757
0.132,0.1593,0.2775
