NDVI,NDRE,GNDVI
0.3982,0.4852,0.3242
0.2547,0.2848,0.3006
0.3672,0.2907,0.5187
0.1757,0.2701,0.117
0.3063,0.5544,0.3025
0.262,0.3286,0.2128
0.2713,0.2739,0.2793
0.338,0.4071,0.1828
0.3156,0.3963,0.4381
0.1805,0.2938,0.2053
0.2988,0.4614,0.3774
0.1641,0.2617,0.1709
0.3143,0.4682,0.3324
0.2996,0.3477,0.395
0.3465,0.5111,0.355
0.1901,0.3632,0.225
0.2806,0.4026,0.225
0.2474,0.3644,0.2175
0.5996,0.2109,0.1045
0.2382,0.3863,0.1934
0.3221,0.2566,0.4239
0.2956,0.3463,0.4459
0.3534,0.3386,0.2506
0.3361,0.5585,0.3673
0.1944,0.3709,0.1898
0.156,0.4202,0.2943
0.286,0.2385,0.3039
0.3128,0.4448,0.3153
0.1178,0.1,0.1
0.2289,0.1124,0.122
0.3334,0.3103,0.3943
0.277,0.459,0.3137
0.3374,0.2538,0.367
0.2701,0.3009,0.2317
0.3024,0.4457,0.2954
0.2248,0.3533,0.3044
0.2103,0.4793,0.3073
0.201,0.2511,0.1266
0.637,0.5834,0.9523
0.2485,0.177,0.1501
0.3601,0.3333,0.3722
0.1967,0.1372,0.288
0.195,0.1,0.1934
0.3241,0.5394,0.2725
0.222,0.2714,0.2119
0.2627,0.5562,0.4578
0.2638,0.2139,0.3696
0.1,0.1168,0.1762
0.2198,0.1873,0.2624
0.314,0.2714,0.3159
0.2883,0.4036,0.2225
0.2005,0.307,0.1355
0.2318,0.3614,0.2016
0.1552,0.3506,0.1056
0.3142,0.4464,0.2684
0.3009,0.2248,0.2976
0.2338,0.2229,0.2467
0.3349,0.3633,0.285
0.1487,0.5843,0.216
0.2776,0.3854,0.2708
0.3697,0.3879,0.3814
0.2034,0.3198,0.1633
0.2229,0.2069,0.2949
0.2264,0.296,0.1996
0.1705,0.3234,0.3236
0.1347,0.1981,0.1465
0.1105,0.1072,0.1364
0.3748,0.3733,0.4161
0.2015,0.2192,0.2862
0.2388,0.1434,0.3265
0.2849,0.2565,0.4342
0.2287,0.1322,0.2973
0.24,0.1563,0.2486
0.1349,0.1,0.1223
0.2268,0.3654,0.232
0.3348,0.5001,0.4533
0.2152,0.1078,0.122
0.2,0.408,0.1545
0.139,0.1,0.1506
0.2577,0.368,0.2025
0.1887,0.2674,0.1777
0.4358,0.9545,0.5982
0.3742,0.7735,0.9132
0.2551,0.1101,0.2997
