NDVI,NDRE,GNDVI
0.8108,0.6723,0.8302
0.5658,0.4681,0.5328
0.7205,0.5355,0.7482
0.8197,0.6556,0.7638
0.596,0.5253,0.5849
0.7316,0.577,0.8106
0.6336,0.5063,0.619
0.5411,0.4705,0.5241
0.7685,0.6147,0.744
0.4852,0.344,0.4598
0.5463,0.3474,0.4825
0.5999,0.5355,0.6848
0.1676,0.1213,0.1639
0.5654,0.367,0.474
0.625,0.6197,0.5972
0.8206,0.7166,0.8028
0.5977,0.427,0.5695
0.5723,0.4399,0.5541
0.6111,0.5943,0.584
0.7871,0.6532,0.7755
0.2478,0.1939,0.299
0.727,0.6687,0.6892
0.5721,0.4774,0.6858
0.7876,0.7519,0.8067
0.41,0.3273,0.407
0.7671,0.6091,0.6698
0.5956,0.5095,0.5836
0.7609,0.7114,0.7707
0.5602,0.4968,0.5864
0.5435,0.4729,0.4373
0.6486,0.4953,0.6324
0.4295,0.3054,0.4012
0.4429,0.4508,0.5123
0.7212,0.6864,0.6997
0.4822,0.4881,0.3594
0.7041,0.6528,0.6962
0.6288,0.5669,0.511
0.3437,0.332,0.3687
0.5146,0.4513,0.6328
0.7861,0.704,0.8213
0.4348,0.3736,0.443
0.6028,0.5534,0.5516
0.5368,0.5244,0.5876
0.5412,0.3757,0.5597
0.7254,0.6916,0.684
0.7959,0.6686,0.7353
0.5722,0.5912,0.5111
0.6322,0.6273,0.6303
0.4954,0.3541,0.4649
0.4732,0.408,0.4737
0.8545,0.5901,0.8626
0.538,0.4342,0.5029
0.6758,0.5991,0.684
0.7864,0.7242,0.8146
0.3754,0.3327,0.3951
0.454,0.4233,0.4827
0.7307,0.57,0.7224
0.785,0.6624,0.7531
0.7457,0.5902,0.7579
0.8257,0.7169,0.8701
0.6456,0.6467,0.6667
0.5478,0.4652,0.5243
0.4415,0.286,0.4278
0.4794,0.4268,0.4645
0.5902,0.5533,0.6203
0.5934,0.4423,0.5496
0.694,0.676,0.6172
0.642,0.5047,0.6441
0.6403,0.4918,0.6201
0.7381,0.5006,0.7831
0.5595,0.4976,0.4319
0.66,0.6883,0.6476
0.4479,0.4129,0.4218
0.3879,0.2867,0.4274
0.5195,0.4819,0.4939
0.5433,0.5215,0.501
0.8066,0.7627,0.8189
0.4111,0.2707,0.4722
0.7441,0.7389,0.7097
0.5808,0.5112,0.5604
0.5382,0.584,0.5886
0.7099,0.613,0.741
0.7569,0.681,0.7779
0.5499,0.4045,0.5158
0.6431,0.6163,0.5888
0.3594,0.2393,0.4425
0.6019,0.5324,0.6142
0.3809,0.3022,0.3434
0.4019,0.3434,0.3944
