NDVI,NDRE,GNDVI
0.9155,0.8177,0.7263
0.8542,0.8011,0.7147
0.8878,0.7013,0.7458
0.8237,0.7604,0.7682
0.8737,0.7461,0.6926
0.8265,0.7561,0.824
0.9893,0.9484,0.84
0.949,0.8198,0.7289
0.8834,0.7766,0.8072
0.878,0.7692,0.7526
0.8397,0.8697,0.6918
0.9162,0.8182,0.933
0.9148,0.8146,0.7591
0.8782,0.7861,0.7193
0.8788,0.8586,0.8613
0.9141,0.7908,0.8403
0.8903,0.841,0.8487
0.9295,0.7986,0.7443
0.9592,0.8219,0.8434
0.8859,0.8158,0.6315
0.8884,0.8603,0.5798
0.8409,0.7377,0.6796
0.9434,0.8296,0.8151
0.8829,0.8264,1.0
0.9137,0.8218,0.9146
0.8292,0.7803,0.6211
0.8434,0.6778,0.828
0.8692,0.7303,0.6239
0.9299,0.8338,0.9542
0.9058,0.8378,0.7335
0.8793,0.7849,0.708
0.858,0.7762,0.8526
0.8762,0.8189,0.7074
0.8761,0.7262,0.9381
0.9403,0.8766,0.7512
0.9065,0.8684,0.8733
0.8957,0.7889,0.7886
0.8681,0.7382,0.8255
0.9002,0.8546,0.6793
0.9328,0.9255,0.6196
0.9143,0.8303,0.6962
0.8237,0.6972,0.6862
0.904,0.8133,0.7628
0.8754,0.7462,0.7144
0.8801,0.8279,0.5524
0.9329,0.8371,0.7391
0.8741,0.7403,0.7658
0.8334,0.76,0.709
0.8695,0.7498,0.7212
0.8135,0.6664,0.6734
0.9168,0.8631,0.7974
0.9466,0.8668,0.7079
0.8211,0.7155,0.7002
0.8903,0.8649,0.7325
0.8953,0.7685,0.6518
0.8877,0.7772,0.7533
0.882,0.8125,0.5688
0.8333,0.7938,0.6654
0.9393,0.865,0.8412
0.8945,0.7768,0.8173
0.9719,0.8629,0.8317
