NDVI,NDRE,GNDVI
0.8442,0.6403,0.834
0.8915,0.7257,0.8512
0.868,0.895,0.8116
0.7789,0.7946,0.6587
0.9005,0.7679,0.8835
0.8095,0.4915,0.6823
0.8274,0.7598,0.73
0.7459,0.6964,0.6151
0.8799,0.6665,0.7273
0.7566,0.7505,0.6677
0.8259,0.6242,0.7334
0.9057,0.862,0.7547
0.8063,0.7289,0.7371
0.7895,0.5461,0.7336
0.8085,0.6703,0.6937
0.8455,0.7486,0.9519
0.8005,0.7304,0.757
0.7919,0.7973,0.7326
0.9186,0.9047,0.7767
0.8489,0.7128,0.7826
0.7955,0.7526,0.7455
0.7608,0.8314,0.6964
0.7017,0.5244,0.76
0.7707,0.6172,0.569
0.7829,0.5217,0.6851
0.9069,0.717,0.878
0.9298,0.818,0.7686
0.7704,0.4662,0.5811
0.6783,0.6524,0.585
0.8266,0.6727,0.8361
0.9166,0.7812,0.7593
0.7598,0.5529,0.6673
0.7196,0.6295,0.6954
0.8721,0.922,0.745
0.8403,0.6903,0.7291
0.9538,0.5941,0.8086
0.9619,0.9428,0.8222
0.6586,0.6482,0.5168
0.6962,0.6316,0.6212
0.8602,0.8019,0.8663
0.9454,0.8173,0.9802
0.7152,0.8007,0.7579
0.7789,0.7593,0.723
0.7127,0.5889,0.7885
0.8234,0.8668,0.9342
0.8571,0.9248,0.793
0.8117,0.7998,0.6607
0.8454,0.7747,0.8735
0.9043,0.6928,0.7223
0.8598,0.8134,0.7099
0.8596,0.7835,0.614
0.8774,0.7554,0.854
0.8074,0.7755,0.5511
0.8199,0.7236,0.8263
0.8703,0.8076,0.9345
0.6954,0.7251,0.7793
0.7501,0.5294,0.5863
0.8524,0.6368,0.6254
0.8323,0.633,0.7061
0.8214,0.91,0.8185
0.9099,0.8458,0.9197
0.7283,0.7189,0.7222
0.896,0.885,0.8539
0.8695,0.6474,0.9779
0.8,0.4962,0.6918
0.8849,0.7574,0.7399
0.8115,0.7984,0.6446
0.8251,0.6991,0.786
0.914,0.6485,0.8126
0.8308,0.6326,0.8222
0.7682,0.5582,0.6669
0.6947,0.5598,0.6908
0.8802,0.6442,0.7675
0.8595,0.7593,0.7676
0.8344,0.671,0.7538
0.876,0.8203,0.6586
0.7946,0.5983,0.7142
0.7608,0.6962,0.7417
0.8592,0.7407,0.7013
0.7024,0.6664,0.7999
0.8635,0.8013,0.7844
0.8917,0.8332,0.7578
