NDVI,NDRE,GNDVI
0.2593,0.4427,0.2636
0.2794,0.4095,0.1
0.1865,0.3918,0.1298
0.306,0.3404,0.4221
0.3027,0.2501,0.4261
0.2255,0.1943,0.2837
0.3496,0.336,0.4099
0.1812,0.344,0.1417
0.24,0.16,0.2332
0.1713,0.1,0.2945
0.2434,0.3187,0.2909
0.2389,0.3374,0.2583
0.3745,0.5777,0.3534
0.4217,0.2781,0.5024
0.2363,0.2638,0.3407
0.21,0.3737,0.2805
0.2304,0.2849,0.2511
0.1888,0.2221,0.182
0.1018,0.2553,0.1919
0.2246,0.2085,0.1528
0.2963,0.4073,0.2303
0.1,0.1,0.1
0.2485,0.1344,0.3601
0.4087,0.3791,0.3397
0.3943,0.1394,0.4174
0.2346,0.2845,0.2394
0.3491,0.1886,0.5786
0.3975,0.4263,0.4232
0.2497,0.3058,0.1133
0.124,0.1862,0.2494
0.2263,0.3134,0.2114
0.2582,0.3141,0.2534
0.3252,0.3146,0.2726
0.2056,0.4373,0.2404
0.3019,0.3657,0.3212
0.2354,0.3537,0.1984
0.2442,0.3905,0.217
0.4142,0.4775,0.4102
0.26,0.5013,0.1
0.2262,0.2863,0.127
0.271,0.3025,0.4139
0.2291,0.2069,0.2709
0.3132,0.3092,0.2742
0.2078,0.1828,0.1
0.2775,0.3759,0.2814
0.1562,0.126,0.2616
0.1511,0.2207,0.3896
0.1959,0.3029,0.3679
0.2609,0.3107,0.2008
0.2341,0.186,0.2093
0.3987,0.469,0.2712
