NDVI,NDRE,GNDVI
0.9658,0.8392,0.8578
0.8619,0.7572,0.6617
0.9046,0.8266,0.6628
0.8496,0.7865,0.795
0.8892,0.8619,0.7193
0.9174,0.8267,0.7577
0.8987,0.7387,0.5862
0.9563,0.8403,0.9157
0.9119,0.8985,0.8407
0.9442,0.772,0.8818
0.8498,0.8017,0.7836
0.8818,0.7741,0.6157
0.9087,0.7737,0.809
0.8403,0.7761,0.6773
0.9064,0.8938,0.6882
0.8915,0.8194,0.8241
0.98,0.8689,1.0
0.8979,0.7433,0.9278
0.8709,0.7789,0.8218
0.8474,0.6961,0.7402
0.972,0.8593,0.8089
0.9794,0.8783,0.7451
0.9793,0.7633,0.8085
0.8521,0.8363,0.8373
0.898,0.7462,0.9609
0.8938,0.7951,0.694
0.8611,0.8017,0.5533
0.8547,0.8347,0.6952
0.8243,0.7023,0.8174
0.8938,0.679,0.9829
0.8766,0.8429,0.8946
0.8735,0.7237,0.89
0.8643,0.7958,0.6701
0.912,0.8419,0.7063
0.895,0.6429,0.6441
0.8155,0.6532,0.6543
0.9945,0.872,0.9376
0.8523,0.6379,0.9091
0.9851,0.8197,0.8741
0.911,0.826,0.7622
0.9369,0.8388,0.6992
0.8376,0.7689,0.725
0.8757,0.8106,0.7833
0.8389,0.6709,0.5909
0.8229,0.6763,0.8181
0.9406,0.8846,0.766
0.9259,0.9095,0.8843
0.9582,0.814,0.8196
0.8248,0.7553,0.7571
0.8267,0.7844,0.6585
0.9286,0.8476,0.7656
0.8878,0.7866,0.8357
0.9135,0.7901,0.7763
0.9146,0.9224,0.6797
0.9539,0.8633,0.8289
0.9947,0.9146,0.8848
0.7925,0.7295,0.8421
0.8854,0.7562,0.885
0.9303,0.8398,0.7948
0.9002,0.794,0.7254
0.9513,0.8391,0.7931
