NDVI,NDRE,GNDVI
0.9484,0.7852,0.9244
0.8296,0.6893,0.8101
0.8758,0.7528,0.789
0.8287,0.7328,0.7397
0.8541,0.6566,0.8349
0.9969,0.8333,0.9192
0.8215,0.8051,0.7763
0.8813,0.8164,0.8752
0.9354,0.8426,0.9145
0.8189,0.678,0.7376
0.8218,0.8429,0.7834
0.8287,0.7716,0.7456
0.929,0.7844,0.9282
0.9819,0.8406,1.0
0.9652,0.7793,0.8757
0.9966,0.8648,0.9453
0.9156,0.8123,0.9183
0.9923,0.8829,0.9441
0.861,0.7134,0.8502
0.8843,0.642,0.8461
0.8792,0.7579,0.786
0.8095,0.7332,0.7807
0.9659,0.7436,0.975
0.8049,0.6737,0.7863
0.946,0.8896,0.9815
0.8814,0.6585,0.7523
0.8012,0.6572,0.7861
0.858,0.8277,0.7869
0.8692,0.7438,0.7859
0.9929,0.7974,1.0
0.9322,0.7839,0.8749
0.9087,0.823,0.8484
0.8254,0.6826,0.8066
0.8782,0.782,0.7303
0.8072,0.6983,0.8403
0.9523,0.8231,1.0
0.8326,0.749,0.8417
0.9189,0.7528,0.896
0.9399,0.7246,0.8839
0.8733,0.7693,0.7797
0.9265,0.7705,0.9421
0.9528,0.77,0.9524
0.8368,0.743,0.8224
0.9202,0.864,0.8932
0.9468,0.7855,0.9161
0.8714,0.7351,0.8054
0.8325,0.6199,0.921
0.8572,0.7073,0.8044
0.9866,0.8445,0.9164
0.8715,0.7332,0.8878
0.8215,0.6683,0.7844
0.8165,0.7404,0.7803
0.8361,0.7097,0.8699
0.8255,0.8781,0.8234
0.899,0.7717,0.8936
0.8695,0.5407,0.7591
0.9683,0.7361,0.9408
0.9762,0.8577,0.8778
0.8947,0.7086,0.8303
0.9777,0.781,0.9383
0.8901,0.6631,0.8471
0.9284,0.7479,0.9168
0.8325,0.7162,0.8344
0.8105,0.7116,0.818
0.832,0.6309,0.7282
0.8504,0.7737,0.9305
0.9502,0.7158,0.903
