NDVI,NDRE,GNDVI
0.6839,0.625,0.5764
0.2376,0.1376,0.158
0.3204,0.1743,0.3154
0.6462,0.5567,0.6017
0.5762,0.4589,0.5515
0.7979,0.8334,0.7784
0.5727,0.568,0.5327
0.4147,0.4383,0.5495
0.5857,0.3344,0.588
0.9,0.7167,0.9031
0.749,0.6335,0.7113
0.5293,0.4026,0.5095
0.6035,0.4711,0.5556
0.4518,0.3725,0.4494
0.4791,0.4216,0.3946
0.6926,0.7774,0.5869
0.7998,0.6288,0.7348
0.4924,0.483,0.4357
0.7264,0.7181,0.6673
0.7968,0.6037,0.7463
0.4838,0.5576,0.4606
0.7289,0.6342,0.7413
0.6656,0.3911,0.681
0.4132,0.4443,0.4087
0.5649,0.37,0.649
0.6743,0.675,0.6271
0.2598,0.3011,0.3106
0.5554,0.4026,0.5663
0.6115,0.4942,0.5817
0.3456,0.3513,0.3415
0.8502,0.6783,0.7901
0.4376,0.5006,0.4705
0.5337,0.5216,0.5834
0.3145,0.1733,0.3212
0.2219,0.1897,0.1408
0.8272,0.7347,0.8184
0.4597,0.3424,0.444
0.4129,0.435,0.3571
0.3435,0.3446,0.3497
0.5595,0.529,0.5273
0.8678,0.7095,0.7736
0.2346,0.1411,0.2348
0.9191,0.8589,0.9461
0.5766,0.616,0.5675
0.2905,0.3306,0.2986
0.2602,0.2958,0.2917
0.6519,0.559,0.6416
0.5146,0.3924,0.4894
0.7314,0.6717,0.7127
0.4618,0.3548,0.4591
0.7792,0.7291,0.6395
0.4875,0.4388,0.505
0.7198,0.5068,0.6944
0.4746,0.4131,0.4937
0.2294,0.1211,0.2401
0.6383,0.446,0.5997
0.2968,0.1083,0.2554
0.4714,0.3121,0.4717
0.5723,0.406,0.5644
0.6625,0.6522,0.707
0.5671,0.5252,0.5276
0.9307,0.9231,0.9401
0.5669,0.4712,0.5913
0.3937,0.2522,0.3538
0.9362,0.7871,0.8221
0.5721,0.4594,0.607
0.4065,0.383,0.427
0.8046,0.5801,0.8113
0.5534,0.4771,0.5465
0.5528,0.5676,0.4874
0.4198,0.4596,0.4252
0.2157,0.2801,0.261
0.517,0.4825,0.3943
0.8849,0.8114,0.8681
0.2015,0.1825,0.2568
0.2927,0.2894,0.3458
0.6939,0.58,0.6912
0.8997,0.7195,0.8367
0.839,0.726,0.7987
0.5669,0.6039,0.4776
0.4976,0.4476,0.5403
0.6611,0.5959,0.6778
0.2817,0.3054,0.2725
0.3031,0.2911,0.3386
0.9165,0.7561,0.9042
0.2472,0.2774,0.2026
0.2415,0.1667,0.3539
0.8364,0.7882,0.7575
0.3441,0.3904,0.2406
0.7928,0.6668,0.7795
0.6029,0.468,0.6015
0.3603,0.4648,0.3417
0.2425,0.1697,0.2636
0.759,0.6218,0.6891
0.5059,0.2942,0.4101
0.8372,0.8028,0.849
0.2538,0.1276,0.2788
0.5977,0.5442,0.5613
0.7102,0.6237,0.7707
0.663,0.5582,0.6252
0.3799,0.2936,0.4092
0.6388,0.5747,0.5688
0.3109,0.3969,0.2057
0.5234,0.4314,0.5422
