NDVI,NDRE,GNDVI
0.5857,0.5388,0.625
0.5314,0.4873,0.544
0.5005,0.4508,0.4996
0.7596,0.6859,0.8419
0.6282,0.5754,0.6367
0.6576,0.472,0.6841
0.649,0.6328,0.6622
0.7282,0.6306,0.7298
0.5713,0.5086,0.6615
0.7123,0.645,0.6903
0.5213,0.5213,0.5633
0.6245,0.6129,0.6505
0.5812,0.5549,0.6294
0.628,0.4476,0.6526
0.6111,0.5346,0.6613
0.7299,0.5777,0.7777
0.7426,0.6549,0.8033
0.5919,0.5116,0.6912
0.607,0.6578,0.5627
0.6157,0.4608,0.6497
0.6392,0.562,0.6314
0.7073,0.6227,0.7137
0.5671,0.4757,0.5574
0.6133,0.5393,0.6323
0.7272,0.7603,0.8085
0.739,0.6629,0.7608
0.5915,0.6139,0.6349
0.6798,0.5657,0.7497
0.6246,0.596,0.6218
0.7209,0.5781,0.725
0.5977,0.4758,0.6276
0.6988,0.5021,0.6616
0.7181,0.5606,0.8344
0.7015,0.6146,0.7368
0.6435,0.6576,0.6981
0.6786,0.5859,0.7047
0.8073,0.7098,0.8731
0.5478,0.557,0.5682
0.6146,0.5223,0.6677
0.5764,0.4526,0.6571
0.4835,0.3851,0.4196
0.61,0.6053,0.6672
0.6445,0.5743,0.6556
0.6805,0.6031,0.6704
0.6707,0.5331,0.6465
0.5191,0.5459,0.549
0.7981,0.7993,0.8492
0.6807,0.605,0.6897
0.631,0.6099,0.6122
0.6932,0.5659,0.7324
0.7493,0.7259,0.7895
0.7169,0.6581,0.7768
0.7065,0.5414,0.7693
0.8243,0.7366,0.9121
0.6671,0.6105,0.7275
0.6151,0.553,0.5806
0.503,0.4829,0.5278
0.6192,0.5425,0.6901
0.6032,0.5216,0.6673
