NDVI,NDRE,GNDVI
0.6417,0.5631,0.5401
0.6353,0.422,0.7241
0.4179,0.2759,0.429
0.5621,0.5613,0.5713
0.6552,0.6568,0.7081
0.4816,0.3412,0.3674
0.6943,0.4918,0.5894
0.8807,0.7584,0.7389
0.8762,0.7482,0.7743
0.7558,0.5564,0.7546
0.5453,0.3967,0.4703
0.6335,0.4935,0.5665
0.743,0.5991,0.6759
0.7257,0.6364,0.69
0.7687,0.4863,0.7271
0.8012,0.8104,0.7262
0.7873,0.6918,0.7015
0.7584,0.648,0.7121
0.4083,0.3106,0.4057
0.8838,0.6857,0.9129
0.8494,0.6611,0.7613
0.5256,0.4167,0.5065
0.7292,0.6466,0.5985
0.7379,0.7048,0.7633
0.7609,0.545,0.7225
0.7233,0.5822,0.7343
0.8429,0.721,0.8656
0.6953,0.6049,0.6918
0.6578,0.5189,0.641
0.7965,0.6477,0.6666
0.5307,0.4389,0.5094
0.7843,0.5799,0.7012
0.6405,0.4803,0.5633
0.4578,0.2636,0.3545
0.663,0.6408,0.6285
0.7255,0.6547,0.6532
0.6137,0.4283,0.5547
0.5014,0.3524,0.4396
0.8705,0.6387,0.8963
0.71,0.5361,0.6284
0.7699,0.6684,0.717
0.8045,0.8808,0.7597
0.4521,0.3599,0.4335
0.6536,0.5891,0.7177
0.4091,0.3471,0.3046
0.8919,0.7684,0.8618
0.6117,0.5016,0.6364
0.4976,0.5088,0.5004
0.7588,0.6839,0.8353
0.6582,0.5593,0.7014
0.6502,0.5984,0.5928
0.5514,0.5386,0.5265
0.8891,0.6987,0.8861
0.8728,0.7686,0.8266
0.4262,0.4303,0.4166
0.5972,0.5423,0.6803
0.8131,0.7362,0.828
0.6662,0.5722,0.7461
0.8504,0.7557,0.8076
0.7912,0.7756,0.765
0.4949,0.3551,0.502
0.4887,0.4205,0.514
0.8271,0.6442,0.775
0.5116,0.3974,0.4545
0.5224,0.4831,0.4698
0.5307,0.3373,0.5121
0.8817,0.6646,0.7592
0.5872,0.5862,0.5887
0.5305,0.3622,0.404
0.4917,0.5242,0.4044
0.743,0.6284,0.7739
0.7169,0.6029,0.6934
0.5674,0.4375,0.5729
0.4914,0.4002,0.4979
0.6954,0.6061,0.7663
0.8756,0.7225,0.8959
0.5621,0.4191,0.6315
0.8807,0.7855,0.8133
0.5231,0.5357,0.5052
