NDVI,NDRE,GNDVI
0.54,0.4635,0.5035
0.4516,0.5443,0.4815
0.7991,0.6772,0.7532
0.7837,0.6327,0.8082
0.625,0.5631,0.6717
0.5619,0.5261,0.5691
0.6765,0.5723,0.634
0.3777,0.2672,0.3306
0.5519,0.4856,0.5859
0.6213,0.5676,0.5983
0.4908,0.4467,0.4839
0.5997,0.3831,0.5623
0.6112,0.4099,0.5232
0.5801,0.5458,0.6174
0.8212,0.6673,0.7812
0.574,0.6464,0.465
0.6139,0.6173,0.5879
0.7354,0.5343,0.6388
0.7194,0.6818,0.7214
0.7281,0.7291,0.7225
0.4409,0.3504,0.511
0.5958,0.5025,0.5043
0.4616,0.3601,0.5265
0.4748,0.3308,0.4928
0.4417,0.4926,0.368
0.4783,0.2309,0.5614
0.6513,0.5068,0.6229
0.5988,0.4814,0.5213
0.8082,0.6937,0.8255
0.6116,0.4348,0.5383
0.4901,0.5168,0.5387
0.5019,0.3031,0.4822
0.2493,0.1,0.2419
0.6934,0.5927,0.6028
0.6722,0.4811,0.5962
0.6236,0.5459,0.6118
0.7009,0.5429,0.5929
0.7842,0.7196,0.7859
0.5476,0.4041,0.5075
0.5548,0.5761,0.5206
0.8763,0.7826,0.8653
0.5465,0.4151,0.5226
0.7149,0.6499,0.7493
0.6335,0.5497,0.5103
0.3988,0.402,0.4369
0.4361,0.4196,0.4325
0.5025,0.4572,0.4594
0.7157,0.6114,0.7359
0.5112,0.5025,0.5296
0.743,0.7112,0.7249
0.6992,0.6029,0.6606
0.6481,0.5938,0.591
0.6467,0.6159,0.571
0.6958,0.7031,0.7385
0.4038,0.4513,0.4428
0.7193,0.6819,0.7202
0.6645,0.5359,0.62
0.5506,0.3796,0.6383
0.5371,0.4996,0.4894
0.6717,0.6094,0.629
0.3659,0.2922,0.4572
0.1552,0.1,0.1702
0.3957,0.4604,0.4809
0.5765,0.5225,0.5793
0.5709,0.4036,0.5295
0.6777,0.5668,0.6437
0.8616,0.6325,0.7869
0.6594,0.6085,0.6714
0.7156,0.7363,0.7495
0.5622,0.468,0.5706
0.8215,0.6872,0.8
0.6333,0.52,0.5607
0.439,0.3642,0.4885
0.8029,0.6241,0.8107
0.6326,0.6355,0.6259
0.5737,0.5041,0.5427
0.4879,0.4245,0.4811
0.5688,0.4706,0.5078
0.2063,0.1001,0.1461
0.8042,0.7452,0.7549
0.6958,0.6901,0.6271
0.4173,0.2319,0.3886
0.4918,0.4729,0.458
0.5615,0.5408,0.5426
0.6103,0.6104,0.5843
0.7179,0.6931,0.5378
0.594,0.6916,0.5939
0.8408,0.7375,0.8101
0.5606,0.5492,0.5938
0.5564,0.4772,0.5312
0.8094,0.6275,0.8288
0.596,0.5583,0.5707
0.61,0.5898,0.6082
0.4514,0.4141,0.3994
0.5414,0.3477,0.5849
0.6065,0.4159,0.653
0.458,0.4493,0.5455
0.7342,0.5964,0.6783
0.6133,0.5478,0.6207
0.5842,0.5328,0.4955
0.5436,0.4578,0.4358
0.8868,0.7292,0.874
0.6596,0.5517,0.6312
0.491,0.464,0.4174
0.7396,0.6601,0.7194
0.357,0.2568,0.4051
0.812,0.6848,0.7802
0.4276,0.2964,0.4848
0.7116,0.6396,0.6517
