NDVI,NDRE,GNDVI
0.8823,0.6638,0.7623
0.6816,0.6966,0.673
0.3257,0.2454,0.3679
0.7273,0.5835,0.7158
0.7946,0.5444,0.8088
0.3036,0.2222,0.2802
0.2154,0.178,0.2791
0.2592,0.2135,0.2425
0.8842,0.8628,0.9629
0.9182,0.8138,0.9175
0.2948,0.3275,0.3801
0.5947,0.5076,0.5149
0.746,0.5827,0.6953
0.2754,0.3983,0.2791
0.5726,0.4825,0.4987
0.5984,0.5558,0.6612
0.8762,0.6721,0.8389
0.7591,0.5605,0.6528
0.2907,0.3631,0.2726
0.4143,0.39,0.355
0.4253,0.3532,0.4585
0.4179,0.3495,0.4448
0.2152,0.124,0.2603
0.5693,0.4476,0.6028
0.334,0.3237,0.4471
0.4079,0.3577,0.496
0.5189,0.4982,0.485
0.4699,0.2135,0.5688
0.4645,0.4131,0.4473
0.8646,0.7836,0.8307
0.742,0.474,0.7162
0.6628,0.4911,0.673
0.2723,0.1421,0.1872
0.5719,0.5797,0.5574
0.6063,0.5222,0.6026
0.4981,0.4383,0.404
0.7981,0.7538,0.6791
0.4784,0.4045,0.4288
0.5207,0.4015,0.472
0.592,0.5174,0.5767
0.7766,0.6869,0.7378
0.2676,0.1603,0.3349
0.3119,0.3854,0.2979
0.5785,0.3619,0.5442
0.6304,0.5597,0.6601
0.4986,0.546,0.3936
0.3564,0.3207,0.4466
0.6248,0.3885,0.5287
0.4623,0.5032,0.5064
0.3674,0.2876,0.4102
0.7081,0.6553,0.7597
0.2957,0.2918,0.2663
0.3533,0.3086,0.3571
0.3248,0.1422,0.2712
0.938,0.8176,0.8899
0.4452,0.4367,0.4344
0.3292,0.1778,0.4105
0.7841,0.7802,0.7782
0.9274,0.7534,0.8815
0.4575,0.5223,0.4486
0.6138,0.57,0.5717
0.6466,0.5519,0.6129
0.7015,0.6025,0.6794
0.3337,0.3626,0.434
0.8848,0.8525,0.8641
0.532,0.3882,0.4677
0.5106,0.3968,0.6302
0.7556,0.7557,0.7769
0.8898,0.6879,0.8972
0.4405,0.3828,0.4245
0.5507,0.4235,0.5765
0.3563,0.3639,0.373
0.8064,0.5088,0.7039
0.2338,0.2631,0.2677
0.3512,0.3892,0.2903
0.6149,0.5703,0.6107
0.5002,0.372,0.5097
0.2498,0.1,0.2142
0.4842,0.3696,0.4813
0.7952,0.7177,0.7913
0.3381,0.2955,0.3154
0.6993,0.6549,0.6962
0.5545,0.4592,0.6038
0.8165,0.6705,0.8233
0.6172,0.6381,0.5823
0.7421,0.5802,0.7854
0.3673,0.3664,0.4055
0.4689,0.4594,0.4529
0.4089,0.5213,0.3754
0.4431,0.4992,0.4686
0.3307,0.3296,0.3885
0.8401,0.7586,0.8596
0.4293,0.4604,0.4558
0.8486,0.6709,0.7936
0.4151,0.4837,0.4403
0.492,0.4213,0.4396
0.8234,0.7429,0.802
0.4948,0.451,0.5751
0.4769,0.358,0.4183
0.662,0.5362,0.6114
0.6383,0.4876,0.6646
0.4496,0.4041,0.3999
0.6246,0.4249,0.6813
0.611,0.4518,0.6409
0.7689,0.6195,0.7883
0.666,0.5551,0.6996
0.4063,0.4551,0.3392
0.8396,0.7781,0.7484
0.2308,0.201,0.3083
0.7443,0.7573,0.6994
0.6783,0.5997,0.6504
0.6767,0.622,0.6879
0.6938,0.4565,0.6759
0.7142,0.5397,0.7411
0.4333,0.4487,0.4576
0.5773,0.5392,0.5512
0.2681,0.3655,0.2719
0.3248,0.4065,0.3417
0.535,0.4215,0.5417
0.2657,0.3184,0.3147
0.5556,0.4068,0.5494
